,spearman,spearmanp,perturbation,index,network,p,threshold_number,pruning,spearman_mean_across_methods,spearman_improvement,noPredictionMade,somePredictionRefused
91,0.20636121591138065,1.9810754992093343e-26,JUND,0,encodeDNase,0.001,2000,harsh,0.20670905664378494,-0.00034784073240429203,False,False
92,0.3113769384701162,1.256586035683847e-59,KLF11,0,encodeDNase,0.001,2000,harsh,0.3129152887008538,-0.0015383502307375618,False,False
93,0.27457683777410774,3.02895322864388e-46,KLF15,0,encodeDNase,0.001,2000,harsh,0.2748130965199623,-0.000236258745854534,False,False
94,0.3138688666636508,1.3195866888837506e-60,KLF4,0,encodeDNase,0.001,2000,harsh,0.3138685293443883,3.3731926252222877e-07,False,False
95,0.06784884477340504,0.0005323043630198719,LHX2,0,encodeDNase,0.001,2000,harsh,0.07328487782200155,-0.005436033048596509,False,False
96,0.0,1.0,LHX3,0,encodeDNase,0.001,2000,harsh,0.03827960113617458,-0.03827960113617458,True,True
97,0.14663667910488337,5.543982849169988e-14,LHX4,0,encodeDNase,0.001,2000,harsh,0.1460439392998889,0.0005927398049944688,False,False
98,0.0,1.0,LHX5,0,encodeDNase,0.001,2000,harsh,0.04331992934587115,-0.04331992934587115,True,True
99,0.13536786510681786,4.061053467626964e-12,LMO2,0,encodeDNase,0.001,2000,harsh,0.13536687165719427,9.934496235930457e-07,False,False
100,0.10645675361773359,5.202429289025511e-08,MAFK,0,encodeDNase,0.001,2000,harsh,0.10645208819512099,4.665422612598613e-06,False,False
101,0.025720494359426423,0.1895754262123581,MAX,0,encodeDNase,0.001,2000,harsh,0.02565761761593463,6.287674349179234e-05,False,False
102,0.14711468608238218,4.585638826238321e-14,MEF2A,0,encodeDNase,0.001,2000,harsh,0.14708591303583662,2.8773046545554903e-05,False,False
103,0.2708266243720866,5.435662732078133e-45,MEF2C,0,encodeDNase,0.001,2000,harsh,0.27093669234065837,-0.00011006796857176981,False,False
104,0.13827690406708024,1.3853731319307611e-12,MEIS1,0,encodeDNase,0.001,2000,harsh,0.1382789474121042,-2.043345023960974e-06,False,False
105,0.06978186406456527,0.00036681299929448445,MEIS2,0,encodeDNase,0.001,2000,harsh,0.07022333546256528,-0.0004414713980000068,False,False
106,0.12488512613644079,1.6205309331971414e-10,MNX1,0,encodeDNase,0.001,2000,harsh,0.08325297517931633,0.041632150957124456,True,True
107,0.17427513256693344,3.373022435057308e-19,MSX2,0,encodeDNase,0.001,2000,harsh,0.1741373865052882,0.00013774606164523862,False,False
108,-0.12767238768543815,6.258281847552345e-11,MXI1,0,encodeDNase,0.001,2000,harsh,-0.12788963069340734,0.00021724300796918672,False,False
109,0.14758692116480018,3.799326535229565e-14,MYB,0,encodeDNase,0.001,2000,harsh,0.14741586448302127,0.00017105668177891387,False,False
110,0.1518715506417165,6.704596024585291e-15,MYBL2,0,encodeDNase,0.001,2000,harsh,0.15176936261952415,0.00010218802219236212,False,False
111,0.24639237570149836,2.6708177794969677e-37,MYC,0,encodeDNase,0.001,2000,harsh,0.24801198860006257,-0.0016196128985642155,False,False
112,0.3159150908923996,2.0402119711304068e-61,MYF5,0,encodeDNase,0.001,2000,harsh,0.3159193499831638,-4.2590907641804066e-06,False,False
113,0.2399802351383569,2.0423394589491838e-35,MYF6,0,encodeDNase,0.001,2000,harsh,0.23998697235717303,-6.737218816138535e-06,False,False
114,0.3703825450920895,1.9352848254152676e-85,MYOD1,0,encodeDNase,0.001,2000,harsh,0.37038372982700857,-1.1847349190574619e-06,False,False
115,0.13560377223817624,3.7250477224118565e-12,NANOG,0,encodeDNase,0.001,2000,harsh,0.13478594969503507,0.0008178225431411668,False,False
116,0.2935783330101117,6.592471585269931e-53,NEUROD1,0,encodeDNase,0.001,2000,harsh,0.2935741310299495,4.201980162210628e-06,False,False
117,0.1675265586060037,7.704913243939374e-18,NFATC1,0,encodeDNase,0.001,2000,harsh,0.16760937940184675,-8.282079584304158e-05,False,False
118,0.14765242572323362,3.70129659949276e-14,NFE2L1,0,encodeDNase,0.001,2000,harsh,0.14760579259314444,4.66331300891798e-05,False,False
119,0.17434234581186026,3.267434044417295e-19,NFIB,0,encodeDNase,0.001,2000,harsh,0.17436499648972045,-2.2650677860197588e-05,False,False
120,0.1992178667153776,1.0434299884132906e-24,NFIC,0,encodeDNase,0.001,2000,harsh,0.19922675256605935,-8.885850681733531e-06,False,False
121,0.1958219281338032,6.520032818627103e-24,NFYB,0,encodeDNase,0.001,2000,harsh,0.19582821471866727,-6.286584864068079e-06,False,False
122,0.11581006353059732,3.1098252322990987e-09,NKX2-1,0,encodeDNase,0.001,2000,harsh,0.09651000331485722,0.0193000602157401,True,True
123,0.14720745913209143,4.419485273354236e-14,NKX2-2,0,encodeDNase,0.001,2000,harsh,0.14720577051263942,1.6886194520171482e-06,False,False
124,0.19812340115114777,1.8902638763648673e-24,NKX2-5,0,encodeDNase,0.001,2000,harsh,0.19812310077553744,3.00375610329251e-07,False,False
125,0.07290648917677466,0.00019700336590702244,NKX6-1,0,encodeDNase,0.001,2000,harsh,0.072906250634371,2.3854240364939994e-07,False,False
126,0.0,1.0,NKX6-2,0,encodeDNase,0.001,2000,harsh,0.09158916713847176,-0.09158916713847176,True,True
127,0.17249951794676943,7.778714431700231e-19,NR2F1,0,encodeDNase,0.001,2000,harsh,0.1724970827171475,2.4352296219276592e-06,False,False
128,0.24113523723192293,9.439271508483267e-36,NR2F2,0,encodeDNase,0.001,2000,harsh,0.24113545777815248,-2.2054622955680614e-07,False,False
129,0.18501426491537099,1.780880283595291e-21,NR3C1,0,encodeDNase,0.001,2000,harsh,0.185119617294475,-0.00010535237910400119,False,False
130,0.30144965403386875,8.042334207110234e-56,NR5A1,0,encodeDNase,0.001,2000,harsh,0.30144975575812,-1.0172425124466145e-07,False,False
131,0.2246349449738392,3.9378188884545515e-31,NRF1,0,encodeDNase,0.001,2000,harsh,0.22456220481461053,7.27401592286736e-05,False,False
132,0.13724035654998798,2.0376681160390986e-12,OTP,0,encodeDNase,0.001,2000,harsh,0.13723837672979772,1.979820190262105e-06,False,False
133,0.1713947366933633,1.3024194618300857e-18,OTX1,0,encodeDNase,0.001,2000,harsh,0.17139229781714074,2.4388762225602267e-06,False,False
134,0.24904022920461513,4.2923569791300064e-38,OTX2,0,encodeDNase,0.001,2000,harsh,0.24906945775551229,-2.9228550897153482e-05,False,False
135,0.28181257950808064,1.0127593658509475e-48,PATZ1,0,encodeDNase,0.001,2000,harsh,0.2806952198269022,0.0011173596811784314,False,False
136,0.19038031239732414,1.1460290867275598e-22,PAX2,0,encodeDNase,0.001,2000,harsh,0.19037642019896972,3.892198354421561e-06,False,False
137,0.25266403467803245,3.393797179056979e-39,PAX5,0,encodeDNase,0.001,2000,harsh,0.25244723439803257,0.0002168002799998736,False,False
138,0.1658854934203022,1.617323263542873e-17,PAX6,0,encodeDNase,0.001,2000,harsh,0.16590875486959036,-2.3261449288158875e-05,False,False
139,0.24675993917803407,2.0749084307244324e-37,PAX8,0,encodeDNase,0.001,2000,harsh,0.24676134948349285,-1.4103054587766284e-06,False,False
140,0.0779006989300432,6.932203153078022e-05,PBX1,0,encodeDNase,0.001,2000,harsh,0.07810171680604883,-0.00020101787600562693,False,False
141,0.17905269233549925,3.4073666599232694e-20,PDX1,0,encodeDNase,0.001,2000,harsh,0.17905223313954163,4.5919595761945153e-07,False,False
142,0.1935075131560661,2.229889320900192e-23,PITX2,0,encodeDNase,0.001,2000,harsh,0.19327839095155372,0.00022912220451237753,False,False
143,0.1793717005709977,2.9170304727024613e-20,PITX3,0,encodeDNase,0.001,2000,harsh,0.17937044675810987,1.2538128878192278e-06,False,False
144,0.0,1.0,POU2AF1,0,encodeDNase,0.001,2000,harsh,0.04235733045660687,-0.04235733045660687,True,True
145,0.13841036820208605,1.317951262010686e-12,POU2F2,0,encodeDNase,0.001,2000,harsh,0.13840313834688825,7.229855197798951e-06,False,False
146,0.12271608691339637,3.3494728744023535e-10,POU3F2,0,encodeDNase,0.001,2000,harsh,0.12271601303006441,7.388333196634012e-08,False,False
147,0.2206340244137329,4.5878073599437764e-30,POU4F1,0,encodeDNase,0.001,2000,harsh,0.22063466730063908,-6.428869061825271e-07,False,False
148,0.22693943911386028,9.365992414947606e-32,POU4F3,0,encodeDNase,0.001,2000,harsh,0.22693668754004626,2.751573814019359e-06,False,False
149,0.25032440548005297,1.7547593622728838e-38,POU5F1,0,encodeDNase,0.001,2000,harsh,0.2503894386667748,-6.503318672185232e-05,False,False
150,0.0,1.0,PPARG,0,encodeDNase,0.001,2000,harsh,0.08051175613780191,-0.08051175613780191,True,True
151,0.23787834354287904,8.232543649617021e-35,PRDM1,0,encodeDNase,0.001,2000,harsh,0.23789918449606676,-2.0840953187717393e-05,False,False
152,0.16893363152004467,4.055552803098669e-18,RARA,0,encodeDNase,0.001,2000,harsh,0.1688817891484218,5.1842371622867756e-05,False,False
153,0.21203103230348164,7.659051908955618e-28,RARG,0,encodeDNase,0.001,2000,harsh,0.21225789353996247,-0.0002268612364808298,False,False
154,0.18266733536623295,5.7608594769298746e-21,REST,0,encodeDNase,0.001,2000,harsh,0.18486111508685563,-0.0021937797206226795,False,False
155,0.13373061254229845,7.364587098912444e-12,RFX2,0,encodeDNase,0.001,2000,harsh,0.13732151448730773,-0.0035909019450092727,False,False
156,0.1181163927547284,1.4984924114715647e-09,RFX5,0,encodeDNase,0.001,2000,harsh,0.11835107140909762,-0.00023467865436921365,False,False
157,0.24049670810916743,1.4469874236110472e-35,RFXAP,0,encodeDNase,0.001,2000,harsh,0.16031563059488865,0.08018107751427878,True,True
158,0.23861574151299172,5.056078338766462e-35,RREB1,0,encodeDNase,0.001,2000,harsh,0.23843896382293206,0.00017677769005966515,False,False
159,0.23484879177958898,5.994762964502793e-34,RUNX1,0,encodeDNase,0.001,2000,harsh,0.23484537117161794,3.420607971038603e-06,False,False
160,0.20265508503475835,1.5782263045106516e-25,RUNX3,0,encodeDNase,0.001,2000,harsh,0.20266560517500087,-1.05201402425259e-05,False,False
161,0.06634926540336848,0.0007060473216594832,RXRA,0,encodeDNase,0.001,2000,harsh,0.06792509282188436,-0.0015758274185158766,False,False
162,0.13290464144083827,9.916808570877493e-12,SMAD1,0,encodeDNase,0.001,2000,harsh,0.13355302405051342,-0.0006483826096751466,False,False
163,0.16035860226848542,1.8593548553203343e-16,SMAD2,0,encodeDNase,0.001,2000,harsh,0.16034111340757384,1.74888609115742e-05,False,False
164,0.15348371138861822,3.445483282793251e-15,SMAD3,0,encodeDNase,0.001,2000,harsh,0.15349492365083695,-1.1212262218729396e-05,False,False
165,0.19432303947852278,1.4483524458569535e-23,SMAD4,0,encodeDNase,0.001,2000,harsh,0.19431921378700942,3.8256915133594305e-06,False,False
166,0.1495227229262389,1.7460489939833874e-14,SMAD5,0,encodeDNase,0.001,2000,harsh,0.09967573925402547,0.04984698367221342,True,True
167,0.13625613744653725,2.931382322575972e-12,SMAD7,0,encodeDNase,0.001,2000,harsh,0.09069484483780223,0.045561292608735024,True,True
168,0.22123617903950965,3.1801593780736554e-30,SOX10,0,encodeDNase,0.001,2000,harsh,0.22121691646182062,1.9262577689027616e-05,False,False
169,0.16356763360656612,4.550633867442577e-17,SOX11,0,encodeDNase,0.001,2000,harsh,0.16360059373008476,-3.296012351863831e-05,False,False
170,0.18032068286786274,1.8342854183972063e-20,SOX14,0,encodeDNase,0.001,2000,harsh,0.1803275877747393,-6.904906876575856e-06,False,False
171,0.16572640283885284,1.737167533575414e-17,SOX15,0,encodeDNase,0.001,2000,harsh,0.1659348353821228,-0.0002084325432699652,False,False
172,0.28098219590593065,1.965282647831075e-48,SOX17,0,encodeDNase,0.001,2000,harsh,0.28098617902871564,-3.983122784989579e-06,False,False
173,0.23503845842815052,5.298455233167016e-34,SOX2,0,encodeDNase,0.001,2000,harsh,0.2349714955284817,6.696289966881541e-05,False,False
174,0.2573668746602919,1.1852337015243436e-40,SOX5,0,encodeDNase,0.001,2000,harsh,0.17157713394702853,0.08578974071326337,True,True
175,0.2155312469290472,9.804806090637321e-29,SOX6,0,encodeDNase,0.001,2000,harsh,0.21553148673695743,-2.3980791022393255e-07,False,False
176,0.19467913395684758,1.1988958953353034e-23,SOX9,0,encodeDNase,0.001,2000,harsh,0.19467051149617196,8.622460675622445e-06,False,False
177,0.2109077351008518,1.4700552003488291e-27,SPI1,0,encodeDNase,0.001,2000,harsh,0.212031500708363,-0.001123765607511179,False,False
178,0.26373269661882487,1.1304808981459364e-42,SPIB,0,encodeDNase,0.001,2000,harsh,0.26378878243436304,-5.608581553817604e-05,False,False
179,0.0,1.0,SPZ1,0,encodeDNase,0.001,2000,harsh,0.07600228434779152,-0.07600228434779152,True,True
180,0.16135936401413076,1.2024312589069428e-16,SREBF2,0,encodeDNase,0.001,2000,harsh,0.16136898174105743,-9.617726926675063e-06,False,False
181,0.13383465154427815,7.092753177982715e-12,STAT3,0,encodeDNase,0.001,2000,harsh,0.13418281772287052,-0.000348166178592374,False,False
182,0.20839440329827827,6.23778009331744e-27,STAT4,0,encodeDNase,0.001,2000,harsh,0.2083944748093689,-7.151109063241456e-08,False,False
183,0.21723985787127675,3.547431167186898e-29,STAT5A,0,encodeDNase,0.001,2000,harsh,0.2172440472586751,-4.189387398351174e-06,False,False
184,0.053420499090126854,0.006408171334190387,TAL1,0,encodeDNase,0.001,2000,harsh,0.05341683243013409,3.666659992761223e-06,False,False
185,0.2995647964735036,4.087134991652964e-55,TBX5,0,encodeDNase,0.001,2000,harsh,0.2995118638491928,5.293262431077528e-05,False,False
186,0.1854027466601481,1.4641358206356055e-21,TCF12,0,encodeDNase,0.001,2000,harsh,0.1855335845625082,-0.00013083790236009807,False,False
187,0.2580562677683805,7.205901174843018e-41,TCF4,0,encodeDNase,0.001,2000,harsh,0.257916450837208,0.00013981693117248728,False,False
188,0.1513748997416983,8.218941180596254e-15,TFAP2A,0,encodeDNase,0.001,2000,harsh,0.1513751339217911,-2.3418009281739316e-07,False,False
189,0.18321647859977472,4.3833027718394534e-21,TFAP2B,0,encodeDNase,0.001,2000,harsh,0.18321514449366907,1.334106105643773e-06,False,False
190,0.213630532688752,3.007304212756655e-28,TFAP2C,0,encodeDNase,0.001,2000,harsh,0.21311105803321895,0.0005194746555330643,False,False
191,0.15382500141840813,2.9898215667429277e-15,TFAP4,0,encodeDNase,0.001,2000,harsh,0.1538807905363926,-5.578911798445607e-05,False,False
192,0.0,1.0,TFCP2L1,0,encodeDNase,0.001,2000,harsh,0.15066148378386066,-0.15066148378386066,True,True
193,0.15112750755740292,9.09413702283933e-15,TFE3,0,encodeDNase,0.001,2000,harsh,0.15088571955368027,0.00024178800372265385,False,False
194,0.14284719441689753,2.441473029583104e-13,TGIF1,0,encodeDNase,0.001,2000,harsh,0.14282145915989966,2.5735256997866385e-05,False,False
