,spearman,spearmanp,cell_fate_correct,perturbation,index,network,p,threshold_number,pruning,somePredictionRefused
0,0.10148334671695816,2.119343570390216e-07,0.0,ARID3A,0,dense,1,20000,some,False
1,0.190426953439325,1.1186197723330306e-22,0.0,ARNT2,0,dense,1,20000,some,False
2,0.26963024204815084,1.352446274302532e-44,0.0,ASCL1,0,dense,1,20000,some,False
3,0.16876538941998592,4.380288988662666e-18,0.0,ASCL2,0,dense,1,20000,some,False
4,0.14819627251319564,2.977842661515694e-14,0.0,ATF3,0,dense,1,20000,some,False
5,0.0,1.0,,BATF,0,dense,1,20000,some,True
6,0.0,1.0,,BATF3,0,dense,1,20000,some,True
7,0.2040072208845176,7.436637137710271e-26,1.0,BCL6,0,dense,1,20000,some,False
8,0.29010069613615697,1.1949791259265019e-51,0.0,BMP4,0,dense,1,20000,some,False
9,0.0,1.0,,BRF2,0,dense,1,20000,some,True
10,0.15316165376300778,3.937818757268036e-15,0.0,CBX2,0,dense,1,20000,some,False
11,0.0,1.0,,CCNE1,0,dense,1,20000,some,True
12,0.0,1.0,,CDYL,0,dense,1,20000,some,True
13,0.3239121263720248,1.2006563509314946e-64,0.0,CEBPA,0,dense,1,20000,some,False
14,0.22104857177718798,3.5652189132224734e-30,0.0,CEBPB,0,dense,1,20000,some,False
15,0.23263100075640994,2.5191129677965063e-33,0.0,CEBPD,0,dense,1,20000,some,False
16,0.0,1.0,,CRY1,0,dense,1,20000,some,True
17,0.0,1.0,,CRY2,0,dense,1,20000,some,True
18,0.20358621382220754,9.405397963945962e-26,0.0,CTBP2,0,dense,1,20000,some,False
19,0.23337040054977154,1.5635379440059657e-33,0.0,CUX1,0,dense,1,20000,some,False
20,0.0,1.0,,DEDD2,0,dense,1,20000,some,True
21,0.18606464629231081,1.0476951838018762e-21,0.0,DLX5,0,dense,1,20000,some,False
22,0.18182796884250294,8.73329193096493e-21,0.0,E2F1,0,dense,1,20000,some,False
23,0.0,1.0,,E2F6,0,dense,1,20000,some,True
24,0.04590420599686452,0.019174336900586217,0.0,E2F7,0,dense,1,20000,some,False
25,0.20424948878420732,6.494988439848515e-26,0.0,EGR1,0,dense,1,20000,some,False
26,0.3191473655347582,1.037334605456521e-62,0.0,EGR2,0,dense,1,20000,some,False
27,0.2916973612548495,3.175640646728358e-52,0.0,EHF,0,dense,1,20000,some,False
28,0.2117493473759269,9.02264410900039e-28,0.0,ELF1,0,dense,1,20000,some,False
29,0.3153890119051699,3.3016462986655776e-61,0.0,ELF4,0,dense,1,20000,some,False
30,0.12202661372194121,4.207910910877457e-10,0.0,ELK3,0,dense,1,20000,some,False
31,0.0,1.0,,ELL2,0,dense,1,20000,some,True
32,0.1247164958979561,1.715406135041141e-10,0.0,EN1,0,dense,1,20000,some,False
33,0.17993365796939936,2.217014100154371e-20,0.0,EOMES,0,dense,1,20000,some,False
34,0.0,1.0,,ERG,0,dense,1,20000,some,True
35,0.26962929200105473,1.353423090039725e-44,0.0,ESR1,0,dense,1,20000,some,False
36,0.07753925960701243,7.492303778875829e-05,0.0,ESRRA,0,dense,1,20000,some,False
37,0.19534393867412153,8.415763013624957e-24,0.0,ESRRG,0,dense,1,20000,some,False
38,0.22555863846565674,2.2186928610362827e-31,0.0,ETS1,0,dense,1,20000,some,False
