,spearman,spearmanp,perturbation,index,network,p,threshold_number,pruning,spearman_mean_across_methods,spearman_improvement,somePredictionRefused
44,0.09571562181756837,0.014411567933073325,EOMES,0,dense,0.001,2000,harsh,0.09733792233969399,-0.0016223005221256137,False
45,0.19072357623935904,9.129855996646504e-07,ERG,0,dense,0.001,2000,harsh,0.19400956059163352,-0.003285984352274479,False
46,0.2664606989186755,4.46643367329767e-12,ESR1,0,dense,0.001,2000,harsh,0.21396726564366286,0.05249343327501266,True
47,-0.006370835260647886,0.8709206334192178,ESRRA,0,dense,0.001,2000,harsh,-0.006208781791750906,-0.00016205346889697995,True
48,0.27606421256077457,6.920332457665381e-13,ESRRG,0,dense,0.001,2000,harsh,0.27717403826995907,-0.0011098257091844976,False
49,0.18693058322494902,1.5084826523208713e-06,ETS1,0,dense,0.001,2000,harsh,0.18787577414525775,-0.0009451909203087305,False
50,0.11443674512992916,0.0034079513393902327,ETS2,0,dense,0.001,2000,harsh,0.10925544158202853,0.005181303547900626,False
51,0.09303021050668965,0.0174122394546249,ETV1,0,dense,0.001,2000,harsh,0.09333555413890408,-0.00030534363221443317,False
52,0.08726369839850778,0.025753582230684052,ETV5,0,dense,0.001,2000,harsh,0.08529355845713862,0.001970139941369159,False
53,0.18911398553432587,1.131208592275781e-06,ETV6,0,dense,0.001,2000,harsh,0.18592846830604243,0.0031855172282834465,False
54,0.0,1.0,FBXO15,0,dense,0.001,2000,harsh,0.0065391186889982595,-0.0065391186889982595,True
55,0.21883416116624213,1.6048044891564014e-08,FLI1,0,dense,0.001,2000,harsh,0.2209147848967436,-0.0020806237305014685,False
56,0.07541621837719109,0.05407599609544942,FOS,0,dense,0.001,2000,harsh,0.06009961297781635,0.015316605399374739,True
57,0.0749172668516886,0.055690801445914435,FOSL1,0,dense,0.001,2000,harsh,0.059856934298402595,0.01506033255328601,True
58,0.3022569208709722,2.9166928959713954e-15,FOXA1,0,dense,0.001,2000,harsh,0.3027033453168786,-0.0004464244459063682,False
59,0.29758657482081835,8.065139091054849e-15,FOXA2,0,dense,0.001,2000,harsh,0.2979272194184116,-0.0003406445975932537,False
60,0.03422814085832045,0.38253152735110585,FOXD1,0,dense,0.001,2000,harsh,0.034076184846703605,0.00015195601161684114,False
61,0.19508018815752698,5.064665342189572e-07,FOXF1,0,dense,0.001,2000,harsh,0.1945991357300017,0.00048105242752527477,False
62,-0.02102264861814343,0.5917927440652699,FOXG1,0,dense,0.001,2000,harsh,-0.022235464674773796,0.0012128160566303656,False
63,-0.05074470234526724,0.19529495455431434,FOXH1,0,dense,0.001,2000,harsh,-0.04308599622646698,-0.0076587061188002625,True
64,0.10900903659057797,0.0052939791256402064,FOXL2,0,dense,0.001,2000,harsh,0.08560756949672818,0.023401467093849784,True
65,0.09585266284870611,0.014271453029762128,FOXM1,0,dense,0.001,2000,harsh,0.0969951985831479,-0.0011425357344417852,False
66,0.09055319072532007,0.02065089820740423,FOXN3,0,dense,0.001,2000,harsh,0.07130442805095748,0.019248762674362596,True
67,0.1997465755322738,2.6543534361842857e-07,FOXP1,0,dense,0.001,2000,harsh,0.19755633595571082,0.0021902395765629745,False
68,-0.015020629099517303,0.7016298004167923,FOXS1,0,dense,0.001,2000,harsh,0.01077800883523343,-0.025798637934750734,True
69,0.0049336637836408384,0.8998638079050706,GATA1,0,dense,0.001,2000,harsh,0.00488297404120022,5.068974244061813e-05,False
70,-0.007440374620878643,0.8494904023546201,GATA2,0,dense,0.001,2000,harsh,-0.008085492869913035,0.0006451182490343921,False
71,0.13146099501994082,0.0007584600987374182,GATA3,0,dense,0.001,2000,harsh,0.13361398854992973,-0.002152993529988906,False
72,0.0551123760906804,0.15951482675759987,GATA6,0,dense,0.001,2000,harsh,0.043821002196511964,0.011291373894168434,True
73,0.05355823300828964,0.17163192081172454,GRHL2,0,dense,0.001,2000,harsh,0.04203077466024751,0.011527458348042127,True
74,0.16163993258421888,3.3257555891528315e-05,GTF3C2,0,dense,0.001,2000,harsh,0.12867493414419043,0.032964998440028453,True
75,0.0,1.0,H2AFZ,0,dense,0.001,2000,harsh,0.061240656763112966,-0.061240656763112966,True
76,0.3204678454329734,4.6220760381881846e-17,HDAC2,0,dense,0.001,2000,harsh,0.25940633353536174,0.061061511897611664,True
77,0.1655006473453017,2.1336684968045436e-05,HDAC6,0,dense,0.001,2000,harsh,0.08186619254584479,0.08363445479945691,True
78,0.15720809829691446,5.4674034621224573e-05,HES1,0,dense,0.001,2000,harsh,0.164587810014656,-0.007379711717741544,False
79,0.23716820809222378,8.424284905015644e-10,HESX1,0,dense,0.001,2000,harsh,0.23473376235135,0.0024344457408737863,False
80,0.18301879603022214,2.505317841067313e-06,HEY1,0,dense,0.001,2000,harsh,0.14300325488758492,0.04001554114263722,True
81,0.18012781527357488,3.620053520052037e-06,HMGA2,0,dense,0.001,2000,harsh,0.14249586757846475,0.037631947695110135,True
82,0.0785844737841178,0.044707649176856094,HMGB2,0,dense,0.001,2000,harsh,0.0490270328767914,0.0295574409073264,True
83,0.06381745827169875,0.10324543538837377,HMGN1,0,dense,0.001,2000,harsh,0.03895109537244483,0.024866362899253924,True
84,0.04621739486012597,0.2382387104146884,HMGXB4,0,dense,0.001,2000,harsh,0.016548087441066707,0.029669307419059265,True
85,0.08813642994628552,0.024303586430439776,HNF1A,0,dense,0.001,2000,harsh,0.08774954810542211,0.00038688184086341226,False
86,0.113848619757248,0.0035777381403073894,HNF4A,0,dense,0.001,2000,harsh,0.11233080556132609,0.00151781419592191,False
87,0.22669911143705596,4.674078629869707e-09,HOPX,0,dense,0.001,2000,harsh,0.13570568982498712,0.09099342161206883,True
88,0.03548739342666975,0.3652599768852397,HOXA10,0,dense,0.001,2000,harsh,0.034538234065332254,0.0009491593613374927,True
89,0.059260930907690204,0.13033704389023315,HOXA2,0,dense,0.001,2000,harsh,0.05858463817920663,0.000676292728483574,False
90,0.06334756532993258,0.10581390976357553,HOXA3,0,dense,0.001,2000,harsh,0.05058790205584106,0.012759663274091518,True
91,0.007556576579114722,0.8471684524912688,HOXB3,0,dense,0.001,2000,harsh,0.005086519744318506,0.0024700568347962156,True
92,0.12751983706889433,0.0010918506507694012,HOXC9,0,dense,0.001,2000,harsh,0.12695213666854166,0.000567700400352672,False
93,0.1498039991651681,0.00012181735799260349,HOXD10,0,dense,0.001,2000,harsh,0.14875271716626418,0.001051281998903919,False
94,0.2172154650663289,2.0569466710036866e-08,HOXD3,0,dense,0.001,2000,harsh,0.2161993554557123,0.0010161096106166,False
95,0.25123074287867975,7.3985112578266e-11,ID1,0,dense,0.001,2000,harsh,0.17427403588989937,0.07695670698878038,True
96,0.21064079255342916,5.5274699837062976e-08,ID3,0,dense,0.001,2000,harsh,0.12184444309330104,0.08879634946012811,True
97,0.1955601875700566,4.7424009959698827e-07,IKZF1,0,dense,0.001,2000,harsh,0.19546830413833544,9.188343172117364e-05,False
98,0.2197069762452806,1.4026459654432169e-08,IRF1,0,dense,0.001,2000,harsh,0.21771623515708183,0.001990741088198772,False
99,0.05766454323334369,0.14103338289441114,IRF4,0,dense,0.001,2000,harsh,0.05911356392228029,-0.0014490206889365975,False
100,0.11586754205017902,0.003025026071601394,IRF5,0,dense,0.001,2000,harsh,0.10301047766240423,0.012857064387774786,True
101,0.058984045037021135,0.13214584743480381,IRX2,0,dense,0.001,2000,harsh,0.056450913153000035,0.0025331318840211003,False
102,0.04133745462428246,0.29153568147418535,ISL1,0,dense,0.001,2000,harsh,0.02479968283949479,0.016537771784787672,True
103,0.0,1.0,JAG1,0,dense,0.001,2000,harsh,0.05774537929312087,-0.05774537929312087,True
104,0.1660247277764688,2.0073428501257334e-05,JUN,0,dense,0.001,2000,harsh,0.10117242363427278,0.064852304142196,True
105,0.10619076828011617,0.0066062202578146935,JUNB,0,dense,0.001,2000,harsh,0.0853535227480997,0.020837245532016477,True
106,0.06715225376492225,0.08640984039198034,KDM1A,0,dense,0.001,2000,harsh,0.02746809485722803,0.039684158907694216,True
107,0.1962138731385785,4.3351088908820177e-07,KDM5B,0,dense,0.001,2000,harsh,0.11635827339794069,0.0798555997406378,True
108,0.21310639007579704,3.8294392821756403e-08,KLF1,0,dense,0.001,2000,harsh,0.1687666737823231,0.04433971629347394,True
109,0.326392566658482,1.1272782175019274e-17,KLF11,0,dense,0.001,2000,harsh,0.20177457052945255,0.12461799612902943,True
110,0.5086987760290619,2.8542202005762825e-44,KLF12,0,dense,0.001,2000,harsh,0.40974640465994366,0.09895237136911822,True
111,0.21198599049368427,4.526917377709174e-08,KLF15,0,dense,0.001,2000,harsh,0.12533271937102647,0.0866532711226578,True
112,0.16871885122796296,1.4624643383371366e-05,KLF2,0,dense,0.001,2000,harsh,0.133889444970464,0.034829406257498946,True
113,0.2968047390117132,9.544996245207508e-15,KLF4,0,dense,0.001,2000,harsh,0.2952499877869029,0.0015547512248103024,False
114,0.1336786941163638,0.0006151493404706959,KLF5,0,dense,0.001,2000,harsh,0.10498976221485146,0.028688931901512338,True
115,0.16012513281064458,3.94755268482864e-05,KLF8,0,dense,0.001,2000,harsh,0.12855446706717497,0.03157066574346962,True
116,0.4288341923059297,1.356668690617998e-30,KLF9,0,dense,0.001,2000,harsh,0.3479687694507175,0.0808654228552122,True
117,0.04749326769936054,0.22551418814565877,LHX2,0,dense,0.001,2000,harsh,0.05500414512050916,-0.007510877421148622,False
118,0.2573998900435052,2.4255589855610156e-11,LIN28A,0,dense,0.001,2000,harsh,0.15569830820427305,0.10170158183923217,True
119,0.0,1.0,LMO1,0,dense,0.001,2000,harsh,0.04780580931034763,-0.04780580931034763,True
120,0.08664187730782666,0.02683170394139375,LMO2,0,dense,0.001,2000,harsh,0.08404978746152625,0.0025920898463004105,False
121,0.0,1.0,MAB21L2,0,dense,0.001,2000,harsh,0.030984612071548633,-0.030984612071548633,True
122,0.31295871082890586,2.643678308722469e-16,MEF2C,0,dense,0.001,2000,harsh,0.24907203687129137,0.06388667395761449,True
123,-0.021683319883265655,0.5801976424635966,MEIS1,0,dense,0.001,2000,harsh,-0.022671102541113534,0.0009877826578478799,False
124,-0.08503943130571609,0.029790868535178674,MEIS2,0,dense,0.001,2000,harsh,-0.08326717023544712,-0.0017722610702689684,False
125,-0.07887150703816288,0.04393088011958423,MKRN1,0,dense,0.001,2000,harsh,-0.03392352575181467,-0.044947981286348214,True
126,0.05699990688237804,0.14568025645912205,MNX1,0,dense,0.001,2000,harsh,0.044555409010246266,0.012444497872131775,True
127,0.20525126694465104,1.214163533206026e-07,MSC,0,dense,0.001,2000,harsh,0.16194670410960593,0.04330456283504511,True
128,0.0491758394569134,0.20948439403216093,MSX2,0,dense,0.001,2000,harsh,0.04708155167933421,0.0020942877775791888,False
129,-0.2965246219243843,1.0137588026208549e-14,MXI1,0,dense,0.001,2000,harsh,-0.2396427051824821,-0.05688191674190218,True
130,0.14623789903374362,0.00017686167258449862,MYB,0,dense,0.001,2000,harsh,0.14169417132807446,0.004543727705669159,False
131,0.06948768566984723,0.07599335614934052,MYBL2,0,dense,0.001,2000,harsh,0.06750589278526509,0.0019817928845821398,False
132,0.4078291209891749,1.4647143199005078e-27,MYC,0,dense,0.001,2000,harsh,0.41188435657561573,-0.004055235586440831,False
133,0.32895202453915423,6.068717939409606e-18,MYF5,0,dense,0.001,2000,harsh,0.26232477140090465,0.06662725313824958,True
134,0.15813934412312466,4.930523359056007e-05,MYF6,0,dense,0.001,2000,harsh,0.1598512995939764,-0.0017119554708517337,False
135,0.452326876825283,3.003731014464634e-34,MYOD1,0,dense,0.001,2000,harsh,0.4506593873738747,0.0016674894514083216,False
136,0.18363146122571916,2.3155929164980126e-06,NANOG,0,dense,0.001,2000,harsh,0.1780541427918182,0.0055773184339009685,False
137,0.27916474681716025,3.7305614326932297e-13,NEUROD1,0,dense,0.001,2000,harsh,0.22202031278687612,0.05714443403028413,True
138,0.19986927145814365,2.6090963363372095e-07,NEUROD2,0,dense,0.001,2000,harsh,0.19810932890672917,0.001759942551414484,False
139,0.18901065866902583,1.1468082646924832e-06,NEUROD6,0,dense,0.001,2000,harsh,0.15098943044043828,0.038021228228587556,True
140,0.3416534496832057,2.572747139832662e-19,NEUROG1,0,dense,0.001,2000,harsh,0.2721248914668781,0.06952855821632759,True
141,0.11490399443623499,0.003278314091071421,NFATC1,0,dense,0.001,2000,harsh,0.11286797602661305,0.002036018409621934,False
142,0.22953247465781887,2.9635715902221995e-09,NFE2L1,0,dense,0.001,2000,harsh,0.22460339536521284,0.004929079292606026,False
143,0.0335050617065118,0.3926710550569624,NFIB,0,dense,0.001,2000,harsh,0.03351323892903784,-8.177222526037364e-06,False
144,0.1333560979917281,0.0006343031200876983,NFIC,0,dense,0.001,2000,harsh,0.1317193549224462,0.0016367430692818818,False
145,0.1891320358776121,1.1285044451120083e-06,NFIL3,0,dense,0.001,2000,harsh,0.1684793280890083,0.020652707788603786,True
146,0.03888617619490437,0.3211177625274086,NKX2-1,0,dense,0.001,2000,harsh,0.037340403360566286,0.0015457728343380855,False
147,0.09463606732148638,0.015558310665054061,NKX2-2,0,dense,0.001,2000,harsh,0.09276746909582032,0.0018685982256660683,False
148,0.18851651703670383,1.2243104618721214e-06,NKX2-5,0,dense,0.001,2000,harsh,0.18751441500740468,0.0010021020292991512,False
149,0.03501107103967228,0.3717351362168957,NKX6-2,0,dense,0.001,2000,harsh,0.03364702883973422,0.001364042199938055,False
150,0.13885754286524485,0.00037254903231127525,NPAS2,0,dense,0.001,2000,harsh,0.09651917460554685,0.042338368259698,True
151,0.06332628770013206,0.10593140108261243,NR1D2,0,dense,0.001,2000,harsh,0.049596147487919,0.013730140212213061,True
152,0.01754591671241662,0.6544842060142679,NR2E1,0,dense,0.001,2000,harsh,0.01472993898520263,0.002815977727213991,False
153,0.22191085016396425,9.959000881136598e-09,NR2F2,0,dense,0.001,2000,harsh,0.22198590057145423,-7.505040748997938e-05,False
154,0.28113318527702463,2.50982094266812e-13,NR3C1,0,dense,0.001,2000,harsh,0.2518546306887029,0.029278554588321737,True
155,0.12153917387583052,0.0018621093750754113,NR4A2,0,dense,0.001,2000,harsh,0.12230178129247779,-0.0007626074166472707,False
156,0.12684797095606318,0.0011606580845396272,NR4A3,0,dense,0.001,2000,harsh,0.10387716301600317,0.022970807940060012,True
157,0.039955322542066005,0.3079828150286386,OLIG1,0,dense,0.001,2000,harsh,0.03888286535829637,0.0010724571837696373,False
158,-0.04445838738137584,0.2565983161472067,OLIG2,0,dense,0.001,2000,harsh,-0.04584530186370929,0.001386914482333447,False
159,0.0,1.0,OSTF1,0,dense,0.001,2000,harsh,0.03964105328379698,-0.03964105328379698,True
160,0.23866856053123367,6.545589917161116e-10,OTX2,0,dense,0.001,2000,harsh,0.24059874978197157,-0.0019301892507379015,False
161,0.04925123745745782,0.20878586484348027,OVOL2,0,dense,0.001,2000,harsh,0.04037817302658281,0.00887306443087501,True
162,0.13269331175623547,0.0006754041985463464,PA2G4,0,dense,0.001,2000,harsh,0.0549388562307838,0.07775445552545167,True
163,0.24619068533871086,1.8002163994852045e-10,PATZ1,0,dense,0.001,2000,harsh,0.25114039914241987,-0.0049497138037090105,False
164,0.20054284728174362,2.3735896834881377e-07,PAX2,0,dense,0.001,2000,harsh,0.19934192075788698,0.0012009265238566436,False
165,0.3247857140774042,1.657946448512011e-17,PAX5,0,dense,0.001,2000,harsh,0.323991577554796,0.0007941365226081798,False
166,0.12196389045329967,0.0017941892931045175,PAX6,0,dense,0.001,2000,harsh,0.12212150618880217,-0.00015761573550250596,False
167,0.3367660544842673,8.834119821765335e-19,PAX8,0,dense,0.001,2000,harsh,0.3365406674886936,0.00022538699557367314,False
168,0.16287015419894563,2.890292371718509e-05,PBX1,0,dense,0.001,2000,harsh,0.1617822071711546,0.0010879470277910253,False
169,0.041743629408724246,0.2868163744542329,PITX2,0,dense,0.001,2000,harsh,0.04101840676886909,0.0007252226398551595,False
170,0.2981126739899256,7.198695288564611e-15,PLXNB3,0,dense,0.001,2000,harsh,0.11839557534992826,0.17971709863999732,True
171,0.2291748498591693,3.1400400990406726e-09,PML,0,dense,0.001,2000,harsh,0.09015646812907768,0.13901838173009162,True
172,0.0921091798505799,0.01856050488903115,POU2AF1,0,dense,0.001,2000,harsh,0.054606196063664104,0.03750298378691579,True
173,0.05873345399796886,0.13379954616609369,POU2F2,0,dense,0.001,2000,harsh,0.05744317100063161,0.0012902829973372512,False
174,0.10252473743623487,0.00874679044072804,POU3F2,0,dense,0.001,2000,harsh,0.0998970663235138,0.0026276711127210667,False
175,0.13873771902744797,0.0003769714387605102,POU4F1,0,dense,0.001,2000,harsh,0.10760599278332017,0.0311317262441278,True
176,0.09513844058530538,0.015015066464419096,PPARG,0,dense,0.001,2000,harsh,0.0920666304360795,0.003071810149225876,False
177,0.13464988447314274,0.0005606789737944818,PRDM1,0,dense,0.001,2000,harsh,0.13441584418348693,0.00023404028965581802,False
178,0.0,1.0,PTAFR,0,dense,0.001,2000,harsh,0.01842834737253542,-0.01842834737253542,True
179,0.10693958371703727,0.006231746988300826,RARG,0,dense,0.001,2000,harsh,0.10821822327604487,-0.0012786395590076022,False
180,0.0,1.0,RASL10A,0,dense,0.001,2000,harsh,0.029694504622831776,-0.029694504622831776,True
181,0.07870565729945925,0.04437830391882843,RFX2,0,dense,0.001,2000,harsh,0.07345845659853148,0.005247200700927768,True
182,0.3097305320063233,5.511152263216758e-16,RFX5,0,dense,0.001,2000,harsh,0.3091638303765974,0.0005667016297258853,False
183,0.30554539919801027,1.4094086694047553e-15,RFXAP,0,dense,0.001,2000,harsh,0.12152488873171685,0.18402051046629342,True
184,0.0,1.0,RPS6KA1,0,dense,0.001,2000,harsh,0.0003980005936420355,-0.0003980005936420355,True
185,0.26762393726234485,3.577463947714652e-12,RUNX1,0,dense,0.001,2000,harsh,0.2672705840126758,0.0003533532496690639,False
186,0.16247696808551168,3.023219000240488e-05,RUNX3,0,dense,0.001,2000,harsh,0.16169626814548121,0.0007806999400304659,False
187,0.0,1.0,RUVBL2,0,dense,0.001,2000,harsh,0.05262801727674321,-0.05262801727674321,True
188,0.022194823554103436,0.571294118204341,RXRA,0,dense,0.001,2000,harsh,0.02526491055204011,-0.003070086997936674,False
189,0.15911146776658613,4.4234845234994114e-05,SALL1,0,dense,0.001,2000,harsh,0.09302823334475199,0.06608323442183414,True
190,0.19934745087120798,2.8068656593773613e-07,SALL4,0,dense,0.001,2000,harsh,0.1589986927465251,0.04034875812468289,True
191,0.0,1.0,SAP30,0,dense,0.001,2000,harsh,0.04947445429279821,-0.04947445429279821,True
192,0.2146728478859222,3.0260166758559695e-08,SETDB1,0,dense,0.001,2000,harsh,0.1695142951056496,0.04515855278027259,True
193,0.14948664457295943,0.00012597012291439268,SIM1,0,dense,0.001,2000,harsh,0.12069106198155784,0.028795582591401594,True
194,0.1909379637659327,8.871695864049355e-07,SIRT3,0,dense,0.001,2000,harsh,0.0941576487348959,0.09678031503103679,True
195,-0.09329157220712846,0.01709792904548505,SIX1,0,dense,0.001,2000,harsh,-0.09482281322284818,0.0015312410157197198,False
196,0.08376694199649963,0.03233613859283242,SMAD1,0,dense,0.001,2000,harsh,0.06633277542339269,0.017434166573106938,True
197,0.08397091988391825,0.0319160366611789,SMAD2,0,dense,0.001,2000,harsh,0.05676538464710211,0.02720553523681614,True
198,0.21082674071575486,5.377401415683374e-08,SMAD5,0,dense,0.001,2000,harsh,0.1263001914770422,0.08452654923871267,True
199,0.030224861068054318,0.44067232505580056,SMAD7,0,dense,0.001,2000,harsh,0.017051391793452383,0.013173469274601935,True
200,0.20152178228091636,2.0674967901764613e-07,SMARCA4,0,dense,0.001,2000,harsh,0.12023186751080421,0.08128991477011215,True
201,0.09277659820581527,0.017722051000516225,SNAI1,0,dense,0.001,2000,harsh,0.052265398583494035,0.040511199622321234,True
202,0.0947277826794462,0.01545786486601748,SNAI2,0,dense,0.001,2000,harsh,0.09374778805660745,0.0009799946228387507,False
203,0.15799224776152318,5.011874787767799e-05,SNAI3,0,dense,0.001,2000,harsh,0.12499939489847292,0.03299285286305026,True
204,0.0,1.0,SNAPC1,0,dense,0.001,2000,harsh,-0.0018580613672886722,0.0018580613672886722,True
205,0.3016719716902589,3.316309331889614e-15,SOX10,0,dense,0.001,2000,harsh,0.29939201406054516,0.0022799576297137247,False
206,0.2760800661591956,6.898639199113442e-13,SOX17,0,dense,0.001,2000,harsh,0.2769949365539977,-0.000914870394802092,False
207,0.2891821381460655,4.8022068794544295e-14,SOX2,0,dense,0.001,2000,harsh,0.2896286564394745,-0.00044651829340897065,False
208,0.2517724268552826,6.716330325076699e-11,SOX5,0,dense,0.001,2000,harsh,0.20107992526555404,0.05069250158972857,True
209,0.19657890900107833,4.122541032164414e-07,SOX6,0,dense,0.001,2000,harsh,0.11775248564165426,0.07882642335942407,True
210,0.2764254755518505,6.442193002644597e-13,SOX7,0,dense,0.001,2000,harsh,0.2734049426999309,0.0030205328519196106,False
211,0.24016410383146788,5.081334948451868e-10,SOX9,0,dense,0.001,2000,harsh,0.2393347922698786,0.0008293115615892743,False
212,0.22089281210371126,1.1671135120019555e-08,SPI1,0,dense,0.001,2000,harsh,0.22672263236703083,-0.005829820263319574,False
213,0.2602485255187996,1.4348629555381386e-11,SPIB,0,dense,0.001,2000,harsh,0.25879924282641076,0.0014492826923888646,False
214,0.1929520529196989,6.765313576005803e-07,SPIC,0,dense,0.001,2000,harsh,0.1742553454196021,0.018696707500096804,True
215,0.06347365170504321,0.10511979777886622,SPZ1,0,dense,0.001,2000,harsh,0.06189932666375625,0.0015743250412869614,False
216,0.259889514216836,1.533549037355005e-11,STAT4,0,dense,0.001,2000,harsh,0.20594046837411276,0.053949045842723226,True
217,0.22845422769727858,3.527167673820351e-09,STAT5A,0,dense,0.001,2000,harsh,0.22749247241076298,0.0009617552865155976,False
218,0.22775206919720942,3.9487668801005644e-09,SUB1,0,dense,0.001,2000,harsh,0.13529208608586177,0.09245998311134765,True
219,-0.1398704458163763,0.0003370524518001992,TAL1,0,dense,0.001,2000,harsh,-0.1418900210593394,0.0020195752429630898,False
220,0.06116567131925836,0.11840890996184271,TBX3,0,dense,0.001,2000,harsh,0.04766945614444521,0.013496215174813149,True
